Mes,Nom mes,Any,Motiu de la denúncia,Àmbit territorial,No ratificades,Ratificades,Total
5,maig,2018,Robatori amb violència i/o intimidació,Catalunya,34,16,50
5,maig,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,7,20
5,maig,2018,Sense especificar,Catalunya,1,7,8
5,maig,2018,Furt interior vehicle,Catalunya,,1,1
6,juny,2018,Danys,Catalunya,105,17,122
6,juny,2018,Falta de danys,Catalunya,,2,2
6,juny,2018,Falta de furt,Catalunya,,22,22
6,juny,2018,Furt,Catalunya,477,101,578
6,juny,2018,Pèrdues i diversos,Catalunya,189,47,236
6,juny,2018,Robatori amb força interior vehicle,Catalunya,23,5,28
6,juny,2018,Robatori amb violència i/o intimidació,Catalunya,44,12,56
6,juny,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,9,6,15
6,juny,2018,Sense especificar,Catalunya,,5,5
7,juliol,2018,Danys,Catalunya,122,23,145
7,juliol,2018,Falta de danys,Catalunya,,7,7
7,juliol,2018,Falta de furt,Catalunya,,24,24
7,juliol,2018,Furt,Catalunya,484,122,606
7,juliol,2018,Pèrdues i diversos,Catalunya,231,63,294
7,juliol,2018,Robatori amb força interior vehicle,Catalunya,28,16,44
7,juliol,2018,Robatori amb violència i/o intimidació,Catalunya,51,12,63
7,juliol,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,23,6,29
7,juliol,2018,Sense especificar,Catalunya,,9,9
8,agost,2018,Danys,Catalunya,97,22,119
8,agost,2018,Falta de danys,Catalunya,,1,1
8,agost,2018,Falta de furt,Catalunya,,22,22
8,agost,2018,Furt,Catalunya,380,76,456
8,agost,2018,Pèrdues i diversos,Catalunya,222,51,273
8,agost,2018,Robatori amb força interior vehicle,Catalunya,26,15,41
8,agost,2018,Robatori amb violència i/o intimidació,Catalunya,42,9,51
8,agost,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,1,14
8,agost,2018,Sense especificar,Catalunya,,6,6
9,setembre,2018,Danys,Catalunya,92,20,112
9,setembre,2018,Falta de danys,Catalunya,,1,1
9,setembre,2018,Falta de furt,Catalunya,,31,31
9,setembre,2018,Furt,Catalunya,465,100,565
9,setembre,2018,Pèrdues i diversos,Catalunya,216,52,268
9,setembre,2018,Robatori amb força interior vehicle,Catalunya,24,5,29
9,setembre,2018,Robatori amb violència i/o intimidació,Catalunya,48,11,59
9,setembre,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,14,8,22
9,setembre,2018,Sense especificar,Catalunya,,5,5
10,octubre,2018,Danys,Catalunya,100,27,127
10,octubre,2018,Falta de furt,Catalunya,,23,23
10,octubre,2018,Furt,Catalunya,490,88,578
10,octubre,2018,Pèrdues i diversos,Catalunya,242,64,306
10,octubre,2018,Robatori amb força interior vehicle,Catalunya,18,9,27
10,octubre,2018,Robatori amb violència i/o intimidació,Catalunya,60,24,84
10,octubre,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,20,6,26
10,octubre,2018,Sense especificar,Catalunya,,2,2
11,novembre,2018,Danys,Catalunya,123,31,154
11,novembre,2018,Falta de danys,Catalunya,,4,4
11,novembre,2018,Falta de furt,Catalunya,,18,18
11,novembre,2018,Furt,Catalunya,514,103,617
11,novembre,2018,Pèrdues i diversos,Catalunya,262,56,318
11,novembre,2018,Robatori amb força interior vehicle,Catalunya,26,6,32
11,novembre,2018,Robatori amb violència i/o intimidació,Catalunya,59,35,94
11,novembre,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,29,8,37
11,novembre,2018,Sense especificar,Catalunya,,3,3
11,novembre,2018,Furt interior vehicle,Catalunya,,1,1
12,desembre,2018,Danys,Catalunya,86,29,115
12,desembre,2018,Falta de danys,Catalunya,,3,3
12,desembre,2018,Falta de furt,Catalunya,,32,32
12,desembre,2018,Furt,Catalunya,498,92,590
12,desembre,2018,Pèrdues i diversos,Catalunya,254,53,307
12,desembre,2018,Robatori amb força interior vehicle,Catalunya,34,4,38
12,desembre,2018,Robatori amb violència i/o intimidació,Catalunya,58,30,88
12,desembre,2018,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,16,7,23
12,desembre,2018,Sense especificar,Catalunya,,7,7
1,gener,2019,Danys,Catalunya,113,19,132
1,gener,2019,Falta de danys,Catalunya,,6,6
1,gener,2019,Falta de furt,Catalunya,,18,18
1,gener,2019,Furt,Catalunya,438,114,552
1,gener,2019,Pèrdues i diversos,Catalunya,282,63,345
1,gener,2019,Robatori amb força interior vehicle,Catalunya,33,13,46
1,gener,2019,Robatori amb violència i/o intimidació,Catalunya,50,26,76
1,gener,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,14,5,19
1,gener,2019,Sense especificar,Catalunya,6,6,12
2,febrer,2019,Danys,Catalunya,91,24,115
2,febrer,2019,Falta de danys,Catalunya,,7,7
2,febrer,2019,Falta de furt,Catalunya,,14,14
2,febrer,2019,Furt,Catalunya,405,94,499
2,febrer,2019,Pèrdues i diversos,Catalunya,215,51,266
2,febrer,2019,Robatori amb força interior vehicle,Catalunya,28,9,37
2,febrer,2019,Robatori amb violència i/o intimidació,Catalunya,45,16,61
2,febrer,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,22,4,26
2,febrer,2019,Sense especificar,Catalunya,1,4,5
3,març,2019,Danys,Catalunya,110,26,136
3,març,2019,Falta de danys,Catalunya,,4,4
3,març,2019,Falta de furt,Catalunya,,20,20
3,març,2019,Furt,Catalunya,518,112,630
3,març,2019,Pèrdues i diversos,Catalunya,251,55,306
3,març,2019,Robatori amb força interior vehicle,Catalunya,30,9,39
3,març,2019,Robatori amb violència i/o intimidació,Catalunya,52,20,72
3,març,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,27,9,36
3,març,2019,Sense especificar,Catalunya,1,6,7
4,abril,2019,Danys,Catalunya,116,17,133
4,abril,2019,Falta de danys,Catalunya,,9,9
4,abril,2019,Falta de furt,Catalunya,,22,22
4,abril,2019,Furt,Catalunya,501,115,616
4,abril,2019,Pèrdues i diversos,Catalunya,256,73,329
4,abril,2019,Robatori amb força interior vehicle,Catalunya,32,14,46
4,abril,2019,Robatori amb violència i/o intimidació,Catalunya,31,14,45
4,abril,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,20,5,25
4,abril,2019,Sense especificar,Catalunya,1,4,5
5,maig,2019,Danys,Catalunya,106,33,139
5,maig,2019,Falta de danys,Catalunya,,12,12
5,maig,2019,Falta de furt,Catalunya,,28,28
5,maig,2019,Furt,Catalunya,512,99,611
5,maig,2019,Pèrdues i diversos,Catalunya,311,77,388
5,maig,2019,Robatori amb força interior vehicle,Catalunya,29,12,41
5,maig,2019,Robatori amb violència i/o intimidació,Catalunya,41,24,65
5,maig,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,18,6,24
5,maig,2019,Sense especificar,Catalunya,,4,4
5,maig,2019,Furt interior vehicle,Catalunya,,1,1
6,juny,2019,Danys,Catalunya,100,26,126
6,juny,2019,Falta de danys,Catalunya,,11,11
6,juny,2019,Falta de furt,Catalunya,,33,33
6,juny,2019,Furt,Catalunya,505,112,617
6,juny,2019,Pèrdues i diversos,Catalunya,314,68,382
6,juny,2019,Robatori amb força interior vehicle,Catalunya,34,9,43
6,juny,2019,Robatori amb violència i/o intimidació,Catalunya,38,18,56
6,juny,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,10,10,20
6,juny,2019,Sense especificar,Catalunya,,2,2
6,juny,2019,Furt interior vehicle,Catalunya,,1,1
7,juliol,2019,Danys,Catalunya,145,41,186
7,juliol,2019,Falta de danys,Catalunya,,12,12
7,juliol,2019,Falta de furt,Catalunya,,39,39
7,juliol,2019,Furt,Catalunya,578,151,729
7,juliol,2019,Pèrdues i diversos,Catalunya,336,72,408
7,juliol,2019,Robatori amb força interior vehicle,Catalunya,31,7,38
7,juliol,2019,Robatori amb violència i/o intimidació,Catalunya,38,9,47
7,juliol,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,14,9,23
7,juliol,2019,Sense especificar,Catalunya,,3,3
8,agost,2019,Danys,Catalunya,77,35,112
8,agost,2019,Falta de danys,Catalunya,,10,10
8,agost,2019,Falta de furt,Catalunya,,26,26
8,agost,2019,Furt,Catalunya,462,129,591
8,agost,2019,Pèrdues i diversos,Catalunya,255,39,294
8,agost,2019,Robatori amb força interior vehicle,Catalunya,38,13,51
8,agost,2019,Robatori amb violència i/o intimidació,Catalunya,44,14,58
8,agost,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,18,3,21
8,agost,2019,Sense especificar,Catalunya,,2,2
9,setembre,2019,Danys,Catalunya,108,28,136
9,setembre,2019,Falta de danys,Catalunya,,8,8
9,setembre,2019,Falta de furt,Catalunya,,32,32
9,setembre,2019,Furt,Catalunya,488,136,624
9,setembre,2019,Pèrdues i diversos,Catalunya,289,62,351
9,setembre,2019,Robatori amb força interior vehicle,Catalunya,40,12,52
9,setembre,2019,Robatori amb violència i/o intimidació,Catalunya,36,20,56
9,setembre,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,19,2,21
9,setembre,2019,Sense especificar,Catalunya,,2,2
10,octubre,2019,Danys,Catalunya,113,29,142
10,octubre,2019,Falta de danys,Catalunya,,12,12
10,octubre,2019,Falta de furt,Catalunya,,27,27
10,octubre,2019,Furt,Catalunya,429,122,551
10,octubre,2019,Pèrdues i diversos,Catalunya,253,66,319
10,octubre,2019,Robatori amb força interior vehicle,Catalunya,39,14,53
10,octubre,2019,Robatori amb violència i/o intimidació,Catalunya,54,15,69
10,octubre,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,13,3,16
10,octubre,2019,Sense especificar,Catalunya,,6,6
10,octubre,2019,Furt interior vehicle,Catalunya,,1,1
11,novembre,2019,Danys,Catalunya,122,34,156
11,novembre,2019,Falta de danys,Catalunya,,10,10
11,novembre,2019,Falta de furt,Catalunya,,20,20
11,novembre,2019,Furt,Catalunya,456,140,596
11,novembre,2019,Pèrdues i diversos,Catalunya,227,47,274
11,novembre,2019,Robatori amb força interior vehicle,Catalunya,35,9,44
11,novembre,2019,Robatori amb violència i/o intimidació,Catalunya,53,13,66
11,novembre,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,18,4,22
11,novembre,2019,Sense especificar,Catalunya,,5,5
12,desembre,2019,Danys,Catalunya,123,18,141
12,desembre,2019,Falta de danys,Catalunya,,8,8
12,desembre,2019,Falta de furt,Catalunya,,18,18
12,desembre,2019,Furt,Catalunya,534,94,628
12,desembre,2019,Pèrdues i diversos,Catalunya,288,56,344
12,desembre,2019,Robatori amb força interior vehicle,Catalunya,37,6,43
12,desembre,2019,Robatori amb violència i/o intimidació,Catalunya,45,18,63
12,desembre,2019,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,16,2,18
12,desembre,2019,Sense especificar,Catalunya,,2,2
1,gener,2020,Danys,Catalunya,116,24,140
1,gener,2020,Falta de danys,Catalunya,,7,7
1,gener,2020,Falta de furt,Catalunya,,16,16
1,gener,2020,Furt,Catalunya,492,112,604
1,gener,2020,Pèrdues i diversos,Catalunya,247,54,301
1,gener,2020,Robatori amb força interior vehicle,Catalunya,27,15,42
1,gener,2020,Robatori amb violència i/o intimidació,Catalunya,59,14,73
1,gener,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,16,6,22
1,gener,2020,Sense especificar,Catalunya,,4,4
2,febrer,2020,Danys,Catalunya,114,21,135
2,febrer,2020,Falta de danys,Catalunya,,15,15
2,febrer,2020,Falta de furt,Catalunya,,23,23
2,febrer,2020,Furt,Catalunya,403,119,522
2,febrer,2020,Pèrdues i diversos,Catalunya,239,42,281
2,febrer,2020,Robatori amb força interior vehicle,Catalunya,35,9,44
2,febrer,2020,Robatori amb violència i/o intimidació,Catalunya,45,6,51
2,febrer,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,11,5,16
2,febrer,2020,Sense especificar,Catalunya,,4,4
3,març,2020,Danys,Catalunya,206,31,237
3,març,2020,Falta de danys,Catalunya,,7,7
3,març,2020,Falta de furt,Catalunya,,13,13
3,març,2020,Furt,Catalunya,568,65,633
3,març,2020,Pèrdues i diversos,Catalunya,257,31,288
3,març,2020,Robatori amb força interior vehicle,Catalunya,84,16,100
3,març,2020,Robatori amb violència i/o intimidació,Catalunya,89,25,114
3,març,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,22,,22
3,març,2020,Sense especificar,Catalunya,,2,2
4,abril,2020,Danys,Catalunya,308,28,336
4,abril,2020,Falta de danys,Catalunya,,4,4
4,abril,2020,Falta de furt,Catalunya,,5,5
4,abril,2020,Furt,Catalunya,671,46,717
4,abril,2020,Pèrdues i diversos,Catalunya,251,26,277
4,abril,2020,Robatori amb força interior vehicle,Catalunya,67,15,82
4,abril,2020,Robatori amb violència i/o intimidació,Catalunya,96,8,104
4,abril,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,19,2,21
4,abril,2020,Sense especificar,Catalunya,2,6,8
4,abril,2020,Furt interior vehicle,Catalunya,,1,1
5,maig,2020,Danys,Catalunya,267,38,305
5,maig,2020,Falta de danys,Catalunya,,14,14
5,maig,2020,Falta de furt,Catalunya,,12,12
5,maig,2020,Furt,Catalunya,516,73,589
5,maig,2020,Pèrdues i diversos,Catalunya,326,76,402
5,maig,2020,Robatori amb força interior vehicle,Catalunya,67,14,81
5,maig,2020,Robatori amb violència i/o intimidació,Catalunya,70,24,94
5,maig,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,19,1,20
5,maig,2020,Sense especificar,Catalunya,,5,5
6,juny,2020,Danys,Catalunya,220,50,270
6,juny,2020,Falta de danys,Catalunya,,6,6
6,juny,2020,Falta de furt,Catalunya,,19,19
6,juny,2020,Furt,Catalunya,432,75,507
6,juny,2020,Pèrdues i diversos,Catalunya,335,76,411
6,juny,2020,Robatori amb força interior vehicle,Catalunya,51,18,69
6,juny,2020,Robatori amb violència i/o intimidació,Catalunya,70,14,84
6,juny,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,11,1,12
6,juny,2020,Sense especificar,Catalunya,2,4,6
6,juny,2020,Furt interior vehicle,Catalunya,,1,1
7,juliol,2020,Danys,Catalunya,202,48,250
7,juliol,2020,Falta de danys,Catalunya,,17,17
7,juliol,2020,Falta de furt,Catalunya,,16,16
7,juliol,2020,Furt,Catalunya,511,105,616
7,juliol,2020,Pèrdues i diversos,Catalunya,319,81,400
7,juliol,2020,Robatori amb força interior vehicle,Catalunya,61,16,77
7,juliol,2020,Robatori amb violència i/o intimidació,Catalunya,60,12,72
7,juliol,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,23,3,26
7,juliol,2020,Sense especificar,Catalunya,,3,3
7,juliol,2020,Furt interior vehicle,Catalunya,,1,1
8,agost,2020,Danys,Catalunya,147,24,171
8,agost,2020,Falta de danys,Catalunya,,7,7
8,agost,2020,Falta de furt,Catalunya,,16,16
8,agost,2020,Furt,Catalunya,340,60,400
8,agost,2020,Pèrdues i diversos,Catalunya,275,50,325
8,agost,2020,Robatori amb força interior vehicle,Catalunya,45,15,60
8,agost,2020,Robatori amb violència i/o intimidació,Catalunya,46,23,69
8,agost,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,16,5,21
8,agost,2020,Sense especificar,Catalunya,1,3,4
8,agost,2020,Furt interior vehicle,Catalunya,,2,2
9,setembre,2020,Danys,Catalunya,146,46,192
9,setembre,2020,Falta de danys,Catalunya,,26,26
9,setembre,2020,Falta de furt,Catalunya,,19,19
9,setembre,2020,Furt,Catalunya,296,67,363
9,setembre,2020,Pèrdues i diversos,Catalunya,234,53,287
9,setembre,2020,Robatori amb força interior vehicle,Catalunya,39,21,60
9,setembre,2020,Robatori amb violència i/o intimidació,Catalunya,45,15,60
9,setembre,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,11,4,15
9,setembre,2020,Sense especificar,Catalunya,,3,3
9,setembre,2020,Furt interior vehicle,Catalunya,,2,2
10,octubre,2020,Danys,Catalunya,144,53,197
10,octubre,2020,Falta de danys,Catalunya,,12,12
10,octubre,2020,Falta de furt,Catalunya,,11,11
10,octubre,2020,Furt,Catalunya,349,81,430
10,octubre,2020,Pèrdues i diversos,Catalunya,270,68,338
10,octubre,2020,Robatori amb força interior vehicle,Catalunya,59,11,70
10,octubre,2020,Robatori amb violència i/o intimidació,Catalunya,37,11,48
10,octubre,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,16,5,21
10,octubre,2020,Sense especificar,Catalunya,,2,2
10,octubre,2020,Furt interior vehicle,Catalunya,,1,1
11,novembre,2020,Danys,Catalunya,158,27,185
11,novembre,2020,Falta de danys,Catalunya,,10,10
11,novembre,2020,Falta de furt,Catalunya,,6,6
11,novembre,2020,Furt,Catalunya,381,68,449
11,novembre,2020,Pèrdues i diversos,Catalunya,215,56,271
11,novembre,2020,Robatori amb força interior vehicle,Catalunya,72,10,82
11,novembre,2020,Robatori amb violència i/o intimidació,Catalunya,36,11,47
11,novembre,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,23,2,25
11,novembre,2020,Sense especificar,Catalunya,,1,1
11,novembre,2020,Furt interior vehicle,Catalunya,,1,1
12,desembre,2020,Danys,Catalunya,112,16,128
12,desembre,2020,Falta de danys,Catalunya,,3,3
12,desembre,2020,Falta de furt,Catalunya,,4,4
12,desembre,2020,Furt,Catalunya,293,39,332
12,desembre,2020,Pèrdues i diversos,Catalunya,188,39,227
12,desembre,2020,Robatori amb força interior vehicle,Catalunya,41,10,51
12,desembre,2020,Robatori amb violència i/o intimidació,Catalunya,41,6,47
12,desembre,2020,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,18,4,22
12,desembre,2020,Sense especificar,Catalunya,,2,2
1,gener,2021,Danys,Catalunya,141,28,169
1,gener,2021,Furt,Catalunya,360,85,445
1,gener,2021,Pèrdues i diversos,Catalunya,199,49,248
1,gener,2021,Robatori amb força interior vehicle,Catalunya,35,12,47
1,gener,2021,Robatori amb violència i/o intimidació,Catalunya,40,3,43
1,gener,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,22,4,26
1,gener,2021,Sense especificar,Catalunya,,3,3
1,gener,2021,Furt (lleu),Catalunya,,11,11
1,gener,2021,Danys (lleu),Catalunya,,6,6
2,febrer,2021,Danys,Catalunya,170,32,202
2,febrer,2021,Furt,Catalunya,353,85,438
2,febrer,2021,Pèrdues i diversos,Catalunya,233,42,275
2,febrer,2021,Robatori amb força interior vehicle,Catalunya,52,14,66
2,febrer,2021,Robatori amb violència i/o intimidació,Catalunya,49,9,58
2,febrer,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,21,2,23
2,febrer,2021,Sense especificar,Catalunya,,2,2
2,febrer,2021,Furt interior vehicle,Catalunya,,1,1
2,febrer,2021,Furt (lleu),Catalunya,,17,17
2,febrer,2021,Danys (lleu),Catalunya,,23,23
3,març,2021,Danys,Catalunya,156,39,195
3,març,2021,Furt,Catalunya,357,63,420
3,març,2021,Pèrdues i diversos,Catalunya,286,46,332
3,març,2021,Robatori amb força interior vehicle,Catalunya,46,7,53
3,març,2021,Robatori amb violència i/o intimidació,Catalunya,30,5,35
3,març,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,15,2,17
3,març,2021,Sense especificar,Catalunya,,1,1
3,març,2021,Furt interior vehicle,Catalunya,,1,1
3,març,2021,Furt (lleu),Catalunya,,18,18
3,març,2021,Danys (lleu),Catalunya,,3,3
4,abril,2021,Danys,Catalunya,79,13,92
4,abril,2021,Furt,Catalunya,203,24,227
4,abril,2021,Pèrdues i diversos,Catalunya,143,23,166
4,abril,2021,Robatori amb força interior vehicle,Catalunya,20,6,26
4,abril,2021,Robatori amb violència i/o intimidació,Catalunya,27,3,30
4,abril,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,6,1,7
4,abril,2021,Sense especificar,Catalunya,,2,2
4,abril,2021,Furt (lleu),Catalunya,,7,7
4,abril,2021,Danys (lleu),Catalunya,,8,8
5,maig,2021,Danys,Catalunya,79,22,101
5,maig,2021,Furt,Catalunya,189,35,224
5,maig,2021,Pèrdues i diversos,Catalunya,182,30,212
5,maig,2021,Robatori amb força interior vehicle,Catalunya,25,4,29
5,maig,2021,Robatori amb violència i/o intimidació,Catalunya,28,4,32
5,maig,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,8,,8
5,maig,2021,Sense especificar,Catalunya,,2,2
5,maig,2021,Furt interior vehicle,Catalunya,,1,1
5,maig,2021,Furt (lleu),Catalunya,,3,3
5,maig,2021,Danys (lleu),Catalunya,,6,6
6,juny,2021,Danys,Catalunya,83,19,102
6,juny,2021,Furt,Catalunya,231,32,263
6,juny,2021,Pèrdues i diversos,Catalunya,7,,7
6,juny,2021,Robatori amb força interior vehicle,Catalunya,22,12,34
6,juny,2021,Robatori amb violència i/o intimidació,Catalunya,3,,3
6,juny,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,10,,10
6,juny,2021,Sense especificar,Catalunya,,1,1
6,juny,2021,Furt (lleu),Catalunya,,13,13
6,juny,2021,Danys (lleu),Catalunya,,6,6
6,juny,2021,Pèrdua d'objectes,Catalunya,190,35,225
6,juny,2021,Robatori amb força,Catalunya,26,3,29
7,juliol,2021,Danys,Catalunya,158,34,192
7,juliol,2021,Furt,Catalunya,432,66,498
7,juliol,2021,Robatori amb força interior vehicle,Catalunya,56,12,68
7,juliol,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,15,1,16
7,juliol,2021,Sense especificar,Catalunya,,2,2
7,juliol,2021,Furt (lleu),Catalunya,,7,7
7,juliol,2021,Danys (lleu),Catalunya,,24,24
7,juliol,2021,Pèrdua d'objectes,Catalunya,403,70,473
7,juliol,2021,Robatori amb força,Catalunya,73,6,79
8,agost,2021,Danys,Catalunya,155,24,179
8,agost,2021,Furt,Catalunya,447,66,513
8,agost,2021,Robatori amb força interior vehicle,Catalunya,59,12,71
8,agost,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,15,3,18
8,agost,2021,Sense especificar,Catalunya,,4,4
8,agost,2021,Furt interior vehicle,Catalunya,,1,1
8,agost,2021,Furt (lleu),Catalunya,,3,3
8,agost,2021,Danys (lleu),Catalunya,,14,14
8,agost,2021,Pèrdua d'objectes,Catalunya,421,58,479
8,agost,2021,Robatori amb força,Catalunya,40,9,49
9,setembre,2021,Danys,Catalunya,209,31,240
9,setembre,2021,Furt,Catalunya,563,79,642
9,setembre,2021,Robatori amb força interior vehicle,Catalunya,54,16,70
9,setembre,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,19,3,22
9,setembre,2021,Sense especificar,Catalunya,,5,5
9,setembre,2021,Furt interior vehicle,Catalunya,,2,2
9,setembre,2021,Furt (lleu),Catalunya,,13,13
9,setembre,2021,Danys (lleu),Catalunya,,13,13
9,setembre,2021,Pèrdua d'objectes,Catalunya,505,63,568
9,setembre,2021,Robatori amb força,Catalunya,63,14,77
10,octubre,2021,Danys,Catalunya,144,18,162
10,octubre,2021,Falta de danys,Catalunya,,4,4
10,octubre,2021,Falta de furt,Catalunya,,4,4
10,octubre,2021,Furt,Catalunya,556,78,634
10,octubre,2021,Robatori amb força interior vehicle,Catalunya,66,12,78
10,octubre,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,28,1,29
10,octubre,2021,Sense especificar,Catalunya,1,9,10
10,octubre,2021,Furt interior vehicle,Catalunya,,1,1
10,octubre,2021,Furt (lleu),Catalunya,,8,8
10,octubre,2021,Danys (lleu),Catalunya,,4,4
10,octubre,2021,Pèrdua d'objectes,Catalunya,552,76,628
10,octubre,2021,Robatori amb força,Catalunya,56,9,65
11,novembre,2021,Danys,Catalunya,163,28,191
11,novembre,2021,Furt,Catalunya,615,94,709
11,novembre,2021,Robatori amb força interior vehicle,Catalunya,73,14,87
11,novembre,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,18,7,25
11,novembre,2021,Sense especificar,Catalunya,,6,6
11,novembre,2021,Furt (lleu),Catalunya,,19,19
11,novembre,2021,Danys (lleu),Catalunya,,8,8
11,novembre,2021,Pèrdua d'objectes,Catalunya,582,72,654
11,novembre,2021,Robatori amb força,Catalunya,80,13,93
12,desembre,2021,Danys,Catalunya,153,38,191
12,desembre,2021,Furt,Catalunya,607,79,686
12,desembre,2021,Robatori amb força interior vehicle,Catalunya,80,16,96
12,desembre,2021,Robatori i furt d'ús de vehicle sense intimidació,Catalunya,30,2,32
12,desembre,2021,Sense especificar,Catalunya,,4,4
12,desembre,2021,Furt (lleu),Catalunya,,9,9
12,desembre,2021,Danys (lleu),Catalunya,,7,7
12,desembre,2021,Pèrdua d'objectes,Catalunya,523,97,620
12,desembre,2021,Robatori amb força,Catalunya,72,8,80
